05962000002403401;Neumarkt
05962000002403402;Auf dem Birnbaum
05962000002403403;Auf dem Gerre
05962000002403404;Auf dem Loh
05962000002403405;Berliner Allee
05962000002403406;Brabeckstraße
05962000002403407;Breddestraße
05962000002403408;Dietrich-Liesenhoff-Straße
05962000002403409;Eichendorffweg
05962000002403410;Flehmestraße
05962000002403411;Friedensstraße
05962000002403412;Friedrich-Ebert-Straße
05962000002403413;Marktstraße
05962000002403414;Kleiststraße
05962000002403415;Wiechertstraße
05962000002403416;An Pater und Nonne
05962000002403417;Hagener Straße
05962000002403419;Im Hakenacker
05962000002403420;Im Mühlental
05962000002403421;Zum Volksgarten
05962000002403422;Kühlingstraße
05962000002403423;Leopold-Schütte-Weg
05962000002403424;Fontaneweg
05962000002403425;Marienstraße
05962000002403426;Am Haus Letmathe
05962000002403427;Mörikeweg
05962000002403428;Overwegstraße
05962000002403429;Lessingstraße
05962000002403430;Schubertstraße
05962000002403431;Schwerter Straße
05962000002403432;Stifterweg
05962000002403433;Unterfeldstraße
05962000002403434;Vodekestraße
05962000002403435;Von-der-Kuhlen-Straße
05962000002403436;Vor dem Hopey
05962000002403437;Wiesenstraße
05962000002403438;Reinickendorfer Straße
05962000002403439;Zum Engelsknapp
05962000002403440;Zum Tannenkopf
05962000002403441;Am Flehmebach
05962000002403443;Im Werth
05962000002403444;Märkischer Kreis Sondergebäude
05962000002403450;Am Baumberg
05962000002403451;Am Burgberg
05962000002403452;Am Lührenbach
05962000002403453;An der Fliehburg
05962000002403454;Beilstraße
05962000002403455;Brinkhofstraße
05962000002403456;Imhofstraße
05962000002403457;Heimbergweg
05962000002403458;Im Klepping
05962000002403459;Kirchstraße
05962000002403460;Op De Brüggen
05962000002403461;Heinrich-Steden-Weg
05962000002403462;Schleddestraße
05962000002403463;Unterdorfstraße
05962000002403464;Wittekindweg
05962000002403465;Gravemannring
05962000002403466;Feldbrand
05962000002403475;Akazienstraße
05962000002403476;Am Erbsenbach
05962000002403477;Arndtstraße
05962000002403478;Aucheler Straße
05962000002403479;Bachstraße
05962000002403480;Beulstraße
05962000002403481;Grabenstraße
05962000002403482;Dechant-Meckel-Straße
05962000002403483;Dechant-Heimann-Straße
05962000002403484;Dümpelacker
05962000002403485;Friedhofstraße
05962000002403486;Fritz-Reuter-Weg
05962000002403487;Im Oberdorf
05962000002403488;Fingerhutsmühle
05962000002403489;Heinrichstraße
05962000002403490;Humpfertstraße
05962000002403491;Hofweide
05962000002403492;Im Grünen Busch
05962000002403493;Im Kröllken
05962000002403494;Im Nordfeld
05962000002403495;Jahnstraße
05962000002403496;Kilianstraße
05962000002403497;Kolpingstraße
05962000002403498;Lindenstraße
05962000002403499;Schattweg
05962000002403500;Theodor-Hürth-Straße
05962000002403501;Uhlandstraße
05962000002403502;Vom-Stein-Straße
05962000002403503;Windhügelstraße
05962000002403504;Winkelgasse
05962000002403520;Am Bülzgraben
05962000002403521;Breslauer Straße
05962000002403522;Droste-Hülshoff-Weg
05962000002403523;Gerhart-Hauptmann-Weg
05962000002403524;Im Ostfeld
05962000002403525;Steltenberg
05962000002403527;Liegnitzer Straße
05962000002403528;Theodor-Storm-Weg
05962000002403529;Im Markenfeld
05962000002403531;Hohenlimburger Straße
05962000002403532;Am Lennebogen
05962000002403550;Ursulastraße
05962000002403551;Bahnhofstraße
05962000002403552;Bergstraße
05962000002403553;Brückenstraße
05962000002403554;Gennaer Straße
05962000002403555;Helmkestraße
05962000002403556;Kanalstraße
05962000002403557;Kupferbergstraße
05962000002403558;Lennestraße
05962000002403559;Luisenstraße
05962000002403560;Lennedamm
05962000002403561;Zum Laurenzisbrunnen
05962000002403562;Alter Markt
05962000002403563;Langer Kummer
05962000002403571;Honselweg
05962000002403590;Auf der Insel
05962000002403591;In den Lärchen
05962000002403592;Oeger Straße
05962000002403600;Am Hangstein
05962000002403601;Am Kohlberg
05962000002403602;Am Lindenplatz
05962000002403603;An der Lanfert
05962000002403604;An der Stennert
05962000002403605;Heetmannstraße
05962000002403606;Im Oberfeld
05962000002403607;Im Wietloh
05962000002403608;Kampstraße
05962000002403609;Sonderhorstweg
05962000002403610;Zum Heersiepen
05962000002403612;Op Kerstingskamp
05962000002403613;Op Schultenkamp
05962000002403615;Kuhlenstück
05962000002403616;Am Wunderhügel
05962000002403617;Wapschledde
05962000002403618;Am Buschwald
05962000002403619;Op Lückenkamp
05962000002403620;Am Südenberg
05962000002403621;Vor dem Nücksberg
05962000002403622;Dröscheder Berg
05962000002403623;Rauhe Hardt
05962000002403624;Im Hütten
05962000002403625;Oestricher Straße
05962000002403626;Lanferkamp
05962000002403627;Königsweg
05962000002403628;Kuhloweg
05962000002403629;Hirtenweg
05962000002403630;Zum Wennigerloh
05962000002403631;Im Westerfeld
05962000002403632;Obere Hüttenwiese
05962000002403633;Am Dorfanger
05962000002403634;Am Kreuzberg
05962000002403635;Hellweg
05962000002403636;Im Brauck
05962000002403637;An der Rausche
05962000002403638;Schultenhof
05962000002403639;Zur Helle
05962000002403640;Am Wiesenrain
05962000002403641;Unter der Emst
05962000002403642;Walter-Ewig-Weg
05962000002403660;Altenaer Straße
05962000002403661;Am Mühlenberg
05962000002403662;Streckenbacher Weg
05962000002403663;Ernststraße
05962000002403664;Grudene
05962000002403665;Untergrüner Straße
05962000002403666;Insterburger Weg
05962000002403667;Pillingser Höhe
05962000002403668;Pillingser Weg
05962000002403669;Glatzer Weg
05962000002403670;Uferstraße
05962000002403671;Dümpel
05962000002403672;Dechenhöhle
05962000002403681;Auf dem Mühlenberg
05962000002403690;Düsingstraße
05962000002403691;Igelstraße
05962000002403700;Alter Weg
05962000002403701;Am Hang
05962000002403702;Am Katzenellbogen
05962000002403703;Am Schierloh
05962000002403704;Gerickestraße
05962000002403705;Haydnweg
05962000002403706;Holzweg
05962000002403707;Lösseler Straße
05962000002403708;Mittelstraße
05962000002403710;Rodener Straße
05962000002403711;Saatweg
05962000002403712;Selbergweg
05962000002403713;Zum Amtswald
05962000002403714;Waltersruh
05962000002403730;Am Liethbach
05962000002403731;Auf der Westhelle
05962000002403732;Brunnenweg
05962000002403733;Düsternsiepen
05962000002403734;Hilkenhohler Weg
05962000002403738;Mooskampweg
05962000002403739;Osthelle
05962000002403741;Quiete
05962000002403742;Schorhelle
05962000002403743;Felsenburg
05962000002403744;Vogelbrink
05962000002403745;Zur Friedenseiche
05962000002403746;Goschotte
05962000002403747;Stütberg
